title,publish_date,media_name,url,cluster,UMAP1,UMAP2,title_total_frequency,title_date_frequency,publish_year,publish_month,publish_day,days_since_min,label,cluster_name
"Jaclyn Moore, 'Dear White People' showrunner, boycotts Netflix over Dave Chappelle's anti-transgender jokes",10/8/21,cnn.com,http://rss.cnn.com/~r/rss/cnn_showbiz/~3/d6gSzlrpjjY/index.html,52,0.4657259,-7.158045,6,6,2021,10,8,646,Chappelle Controversy,Chappelle Controversy
"James Gunn Calls ‘The Flash’ One of the ‘Greatest Superhero Movies’ Ever, Ezra Miller's DC Future Decided After Their Recovery",1/31/23,variety.com,https://variety.com/2023/film/news/ezra-miller-dc-future-the-flash-recover-james-gunn-1235507014/,9,0.73518467,10.290046,1,1,2023,1,31,1126,Ezra Miller Controversy,Ezra Miller Controversy
Janelle MonÃ¡e Comes Out As Non-Binary,4/21/22,bustle.com,https://www.bustle.com/entertainment/janelle-monae-comes-out-as-non-binary-preferred-pronouns,45,-0.6945648,-6.0031776,2,2,2022,4,21,841,Demi Lovatos Pronouns,Demi Lovatos Pronouns
Janelle Monáe Comes Out as Nonbinary,4/21/22,eonline.com,https://www.eonline.com/news/1328143/janelle-monae-comes-out-as-nonbinary,45,-0.6898241,-6.0390778,1,1,2022,4,21,841,Demi Lovatos Pronouns,Demi Lovatos Pronouns
Janelle Monáe On Identifying As Nonbinary,1/15/23,buzzfeed.com,https://www.buzzfeed.com/larryfitzmaurice/janelle-monae-non-binary-interview,45,-0.5974674,-6.0249557,1,1,2023,1,15,1110,Demi Lovatos Pronouns,Demi Lovatos Pronouns
Janelle Monáe comes out as nonbinary and shares their rather unique pronouns,4/22/22,latimes.com,https://www.latimes.com/entertainment-arts/books/story/2022-04-22/janelle-monae-nonbinary-pronouns-festival-of-books,45,-0.73166084,-5.997861,4,4,2022,4,22,842,Demi Lovatos Pronouns,Demi Lovatos Pronouns
Janelle Monáe comes out as nonbinary and shares their rather unique pronouns,4/22/22,stltoday.com,https://www.stltoday.com/entertainment/books/janelle-mon-e-comes-out-as-nonbinary-and-shares-their-rather-unique-pronouns/article_7baecec0-b89e-5138-877b-e6e8b9c05897.html,45,-0.6981201,-6.040822,4,4,2022,4,22,842,Demi Lovatos Pronouns,Demi Lovatos Pronouns
"Japan Court Rules Same-Sex Couples Have Marriage Rights, in Landmark Decision",3/17/21,wsj.com,https://www.wsj.com/articles/japan-court-rules-same-sex-couples-have-constitutional-right-to-marry-in-landmark-decision-11615956338,67,8.403288,2.4550953,1,1,2021,3,17,441,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan Court Rules That A Bar On Same-sex Marriage Is Unconstitutional,5/30/23,ibtimes.com,https://www.ibtimes.com/japan-court-rules-that-bar-same-sex-marriage-unconstitutional-3696488,67,8.065187,2.2363129,1,1,2023,5,30,1245,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan Court Says Ban On Same-Sex Marriage Is Constitutional,6/20/22,newsy.com,http://www.newsy.com/stories/japan-court-rules-ban-on-same-sex-marriage-is-constitutional/,67,8.53956,2.540596,1,1,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan Court Says Ban on Same-Sex Marriage Constitutional,6/20/22,time.com,https://time.com/6189291/japan-court-gay-marriage-ban/,67,8.517047,2.5249186,1,1,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan LGBTQ activists push for equality law before Olympics,6/4/21,seattletimes.com,https://www.seattletimes.com/nation-world/japan-lgbtq-activists-push-for-equality-law-before-olympics/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,67,7.274274,1.5923204,3,3,2021,6,4,520,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan LGBTQ activists push for equality law before Olympics,6/4/21,startribune.com,https://www.startribune.com/japan-lgbtq-activists-push-for-equality-law-before-olympics/600064557/,67,7.2916174,1.5902557,3,3,2021,6,4,520,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan LGBTQ activists push for equality law before Olympics,6/4/21,stltoday.com,https://www.stltoday.com/news/world/japan-lgbtq-activists-push-for-equality-law-before-olympics/article_3ceb5032-dea4-5559-8bae-5443eba18cf5.html,67,7.2638273,1.5806999,3,3,2021,6,4,520,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan court says ban on same-sex marriage constitutional,6/20/22,abcnews.go.com,https://abcnews.go.com/International/wireStory/japan-court-ban-sex-marriage-constitutional-85507644,67,8.520012,2.492258,6,6,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan court says ban on same-sex marriage constitutional,6/20/22,denverpost.com,https://www.denverpost.com/2022/06/20/japan-same-sex-marriage-ban/,67,8.514065,2.5278358,6,6,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan court says ban on same-sex marriage constitutional,6/20/22,pbs.org,https://www.pbs.org/newshour/world/japan-court-says-ban-on-same-sex-marriage-constitutional,67,8.516451,2.5262833,6,6,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan court says ban on same-sex marriage constitutional,6/20/22,seattletimes.com,https://www.seattletimes.com/nation-world/japan-court-says-ban-on-same-sex-marriage-constitutional/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,67,8.514967,2.5251865,6,6,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan court says ban on same-sex marriage constitutional,6/20/22,staradvertiser.com,https://www.staradvertiser.com/2022/06/20/news/japan-court-says-ban-on-same-sex-marriage-constitutional/,67,8.5165615,2.5238552,6,6,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan court says ban on same-sex marriage constitutional,6/20/22,startribune.com,https://www.startribune.com/japan-court-says-ban-on-same-sex-marriage-constitutional/600183646/,67,8.518578,2.5289822,6,6,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan court says ban on same-sex marriage is constitutional,6/20/22,npr.org,https://www.npr.org/2022/06/20/1106313824/japan-court-ban-on-same-sex-marriage-constitutional,67,8.543321,2.5339718,1,1,2022,6,20,901,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan court says govt. trans bathroom restriction is illegal,7/11/23,pbs.org,https://www.pbs.org/newshour/world/japans-top-court-says-government-restrictions-on-transgender-employees-use-of-restrooms-illegal,67,3.933075,7.667845,1,1,2023,7,11,1287,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan's LGBT Activists Undeterred by Marriage Ruling,6/22/22,time.com,https://time.com/6189670/japan-same-sex-marriage-lgbt/,67,7.5459175,1.8721199,2,2,2022,6,22,903,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan's Supreme Court strikes down sterilization surgery requirement for transgender citizens,10/25/23,upi.com,https://www.upi.com/Top_News/World-News/2023/10/25/japan-supreme-court-overturns-sterilization-surgery-transgender/7281698228208/,67,4.036993,7.6691074,1,1,2023,10,25,1393,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan's ban on same-sex marriage ruled unconstitutional,10/30/24,newsweek.com,https://www.newsweek.com/japan-lgbtq-marriage-ban-unconstitutional-high-court-1977134,67,7.9992867,2.1878061,1,1,2024,10,30,1764,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
"Japan's denial of same-sex marriage, other LGTBQ+ protections looks unconstitutional, judge rules",6/8/23,abcnews.go.com,https://abcnews.go.com/International/wireStory/japans-denial-same-sex-marriage-lgtbq-protections-unconstitutional-99924106,67,7.7866583,2.0823774,3,3,2023,6,8,1254,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
"Japan's denial of same-sex marriage, other LGTBQ+ protections looks unconstitutional, judge rules",6/8/23,newsday.com,https://www.newsday.com/news/nation/japans-denial-of-same-sex-marriage-other-lgtbq-protections-looks-unconstitutional-judge-rules-et4ae8gt,67,7.8207893,2.111517,3,3,2023,6,8,1254,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
"Japan's denial of same-sex marriage, other LGTBQ+ protections looks unconstitutional, judge rules",6/8/23,washingtonpost.com,https://www.washingtonpost.com/world/2023/06/08/japan-lgbtq-marriage-discrimination/1c7a57f0-05d6-11ee-b74a-5bdd335d4fa2_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_world,67,7.822447,2.1117544,3,3,2023,6,8,1254,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan's top court rules against bathroom restriction for transgender government employee,7/11/23,cnn.com,https://www.cnn.com/2023/07/11/asia/japan-transgender-bathroom-ruling-intl-hnk/index.html,67,3.950797,7.656007,2,2,2023,7,11,1287,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan's top court says government restrictions on transgender employee's use of restrooms illegal,7/11/23,abcnews.go.com,https://abcnews.go.com/International/wireStory/japans-top-court-government-restrictions-transgender-employees-restrooms-101088721,67,3.9436436,7.6668415,4,4,2023,7,11,1287,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan's top court says government restrictions on transgender employee's use of restrooms illegal,7/11/23,newsday.com,https://www.newsday.com/news/nation/japans-top-court-says-government-restrictions-on-transgender-employees-use-of-restrooms-illegal-nrvwf50w,67,3.9425917,7.6664295,4,4,2023,7,11,1287,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan's top court says government restrictions on transgender employee's use of restrooms illegal,7/11/23,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/nation-world/story/2023-07-11/japans-top-court-says-government-restrictions-on-transgender-employees-use-of-restrooms-illegal,67,3.9438438,7.66691,4,4,2023,7,11,1287,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan's top court says government restrictions on transgender employee's use of restrooms illegal,7/11/23,washingtonpost.com,https://www.washingtonpost.com/world/2023/07/11/japan-supreme-court-transgender-restroom-restriction/3d536404-1ff2-11ee-8994-4b2d0b694a34_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_world,67,3.943367,7.6656446,4,4,2023,7,11,1287,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese Court Rules Same-Sex Marriage Ban Is ‘Unconstitutional’,3/17/21,time.com,https://time.com/5947370/japan-same-sex-marriage-ruling/,67,8.042324,2.2228317,2,2,2021,3,17,441,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese LGBTQ groups demand the country adopt equal rights law by G-7 summit,2/7/23,pbs.org,https://www.pbs.org/newshour/world/japanese-lgbtq-groups-demand-the-country-adopt-equal-rights-law-by-g-7-summit,67,7.303046,1.5622921,1,1,2023,2,7,1133,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese court says government's policy against same-sex marriage is unconstitutional,5/30/23,abcnews.go.com,https://abcnews.go.com/International/wireStory/japanese-court-governments-policy-same-sex-marriage-unconstitutional-99688563,67,7.9239845,2.1564188,4,4,2023,5,30,1245,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese court says government's policy against same-sex marriage is unconstitutional,5/30/23,newsday.com,https://www.newsday.com/news/nation/japanese-court-says-governments-policy-against-same-sex-marriage-is-unconstitutional-bm55ho7c,67,7.9231014,2.1571703,4,4,2023,5,30,1245,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese court says government's policy against same-sex marriage is unconstitutional,5/30/23,sandiegouniontribune.com,https://www.sandiegouniontribune.com/news/nation-world/story/2023-05-30/japanese-court-says-governments-policy-against-same-sex-marriage-is-unconstitutional,67,7.922716,2.1562958,4,4,2023,5,30,1245,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese court says government's policy against same-sex marriage is unconstitutional,5/30/23,washingtonpost.com,https://www.washingtonpost.com/world/2023/05/30/japan-lgbtq-samesex-marriage-ruling-unconstitutional/97392bf2-fed7-11ed-9eb0-6c94dcb16fcf_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_world,67,7.923028,2.1582232,4,4,2023,5,30,1245,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese court says government’s policy against same-sex marriage is unconstitutional,5/30/23,seattletimes.com,https://www.seattletimes.com/nation-world/japanese-court-says-governments-policy-against-same-sex-marriage-is-unconstitutional/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,67,7.960861,2.1681452,1,1,2023,5,30,1245,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
"Japanese government’s policy against gay marriage is unconstitutional, court rules",5/30/23,foxnews.com,https://www.foxnews.com/world/japanese-governments-policy-against-gay-marriage-unconstitutional-court-rules,67,7.880167,2.121499,1,1,2023,5,30,1245,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese high court rules lack of same-sex marriage recognition unconstitutional,3/14/24,upi.com,https://www.upi.com/Top_News/World-News/2024/03/14/Japan-sex-same-marriage-unconstitutional/9591710413985/,67,7.965189,2.1886282,1,1,2024,3,14,1534,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japanese high court: Denying same-sex marriage unconstitutional,3/14/24,staradvertiser.com,https://www.staradvertiser.com/2024/03/14/breaking-news/japanese-high-court-denying-same-sex-marriage-unconstitutional/,67,7.992586,2.229763,1,1,2024,3,14,1534,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan’s Supreme Court Rules Against Surgery Requirement to Legally Change Gender,10/25/23,time.com,https://time.com/6328269/japan-supreme-court-lgbt-gender-recognition/,67,4.075696,7.699871,2,2,2023,10,25,1393,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
"Japan’s denial of same-sex marriage, other LGTBQ+ protections looks unconstitutional, judge rules",6/8/23,seattletimes.com,https://www.seattletimes.com/nation-world/japans-denial-of-same-sex-marriage-other-lgtbq-protections-looks-unconstitutional-judge-rules/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,67,7.850931,2.1653366,1,1,2023,6,8,1254,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan’s top court rules government can’t impose restrictions on transgender worker’s use of restrooms,7/11/23,foxnews.com,https://www.foxnews.com/world/japans-top-court-rules-government-cant-impose-restrictions-transgender-workers-use-restrooms,67,3.9476213,7.6584015,1,1,2023,7,11,1287,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Japan’s top court says government restrictions on transgender employee’s use of restrooms illegal,7/11/23,seattletimes.com,https://www.seattletimes.com/nation-world/japans-top-court-says-government-restrictions-on-transgender-employees-use-of-restrooms-illegal/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,67,3.9407654,7.654104,1,1,2023,7,11,1287,Japan LGBTQ+ Rights,Japan LGBTQ+ Rights
Jason Reacts to Chrishell Dating G Flip: ‘Selling Sunset’ Reunion Takeaways,5/6/22,usmagazine.com,https://www.usmagazine.com/entertainment/pictures/selling-sunset-reunion-chrishell-is-dating-g-flip-more-revelations/,10,5.042261,8.218193,1,1,2022,5,6,856,Chrishell Stause & G,Chrishell Stause & G
Jeopardy! Champ Amy Schneider Finally Loses After 40 Games,1/26/22,thewrap.com,https://www.thewrap.com/jeopardy-amy-schneider-loses-after-40-games/,85,-4.2814336,-7.862219,1,1,2022,1,26,756,Amy Schneider Jeopardy!,Amy Schneider Jeopardy!
Jeopardy! Champ Amy Schneider Now 2nd Only to Ken Jennings,1/24/22,thewrap.com,https://www.thewrap.com/jeopardy-amy-schneider-second-only-to-ken-jennings/,85,-4.212351,-7.814945,1,1,2022,1,24,754,Amy Schneider Jeopardy!,Amy Schneider Jeopardy!
Jeopardy! champion Amy Schneider says she was robbed amid historic run,1/4/22,theweek.com,https://theweek.com/jeopardy/1008607/jeopardy-champion-amy-schneider-says-she-was-robbed-amid-historic-run,85,-4.9727507,-7.9043493,1,1,2022,1,4,734,Amy Schneider Jeopardy!,Amy Schneider Jeopardy!
Jeopardy! contestant Amy Schneider breaks new record amid historic winning streak,1/25/22,theguardian.com,https://www.theguardian.com/media/2022/jan/24/jeopardy-amy-schneider-winning-streak-record,85,-4.251627,-7.867984,2,2,2022,1,25,755,Amy Schneider Jeopardy!,Amy Schneider Jeopardy!
Jeopardy! player Amy Schneider collects fourth-highest winnings,12/24/21,usatoday.com,https://www.usatoday.com/story/entertainment/tv/2021/12/24/jeopardy-player-amy-schneider-collects-fourth-highest-winnings/9014478002/,85,7.234827,4.3568463,2,2,2021,12,24,723,Amy Schneider Jeopardy!,Amy Schneider Jeopardy!
Jeopardy!’s Amy Schneider Just Made History,1/25/22,vanityfair.com,https://www.vanityfair.com/hollywood/2022/01/jeopardys-amy-schneider-just-made-history,85,-4.285717,-7.8003483,1,1,2022,1,25,755,Amy Schneider Jeopardy!,Amy Schneider Jeopardy!
Jeopardy: Who is Amy Schneider? A champ not only for transgender folks,1/25/22,azcentral.com,http://rssfeeds.azcentral.com/~/679397688/0/phoenix/nation~Final-Jeopardy-answer-is-Who-is-Amy-Schneider-The-category-Champions-of-course/,85,6.6903076,4.2132845,3,3,2022,1,25,755,Amy Schneider Jeopardy!,Amy Schneider Jeopardy!
Jeopardy: Who is Amy Schneider? A champ not only for transgender folks,1/25/22,usatoday.com,https://www.usatoday.com/story/opinion/columnist/2022/01/24/jeopardy-who-amy-schneider-champ/6631218001/,85,6.6894445,4.2132406,3,3,2022,1,25,755,Amy Schneider Jeopardy!,Amy Schneider Jeopardy!
Jerrod Carmichael Calls Out Dave Chappelle’s Anti-Trans Stand-Up,6/16/22,thewrap.com,https://www.thewrap.com/jerrod-carmichael-dave-chappelle-anti-trans-stand-up/,52,0.25010014,-7.6471386,1,1,2022,6,16,897,Chappelle Controversy,Chappelle Controversy
Jerrod Carmichael Slams Dave Chappelle’s Anti-Trans Legacy: ‘Who the F--- Are You?’,6/16/22,variety.com,https://variety.com/2022/tv/news/jerrod-carmichael-slams-dave-chappelle-trans-jokes-1235296154/,52,0.17313385,-7.5867043,1,1,2022,6,16,897,Chappelle Controversy,Chappelle Controversy
"Jerrod Carmichael on Dave Chappelle’s Anti-Trans Comedy and Cancel Culture Comments: ""It's an Odd Hill to Die On""",6/16/22,hollywoodreporter.com,https://www.hollywoodreporter.com/news/general-news/jerrod-carmichael-dave-chappelle-anti-trans-comments-1235166837/,52,0.19122505,-7.585718,2,2,2022,6,16,897,Chappelle Controversy,Chappelle Controversy
"Jim Jordan defends President Trump’s call to boycott Goodyear and says the company, not Trump, is engaging in ‘cancel culture’",8/20/20,cleveland.com,https://www.cleveland.com/open/2020/08/jim-jordan-defends-president-trumps-call-to-boycott-goodyear-and-says-the-company-not-trump-is-engaging-in-cancel-culture.html?utm_source=fark&utm_medium=website&utm_content=link&ICID=ref_fark,14,9.036045,0.40932512,1,1,2020,8,20,232,Goodyear Boycott,Goodyear Boycott
Joe Biden Executive Orders: President Erasing Much Of Trump’s Legacy With A Stroke Of A Pen,1/20/21,ibtimes.com,https://www.ibtimes.com/joe-biden-executive-orders-president-erasing-much-trumps-legacy-stroke-pen-3126788?utm_source=Public&utm_medium=Feed&utm_campaign=Distribution,68,-3.8613405,0.7169962,2,2,2021,1,20,385,Bidens Presidency,Bidens Presidency
Joe Biden Makes History Picking Transgender Doctor Rachel Levine for Assistant Health Secretary,1/20/21,eonline.com,https://www.eonline.com/uk/news/1229161/joe-biden-makes-history-picking-transgender-doctor-rachel-levine-for-assistant-health-secretary?cmpid=rss-000000-rssfeed-365-topstories&utm_source=eonline&utm_medium=rssfeeds&utm_campaign=rss_topstories,93,-4.244958,1.0684481,4,4,2021,1,20,385,Levine Confirmation,Levine Confirmation
Joe Biden chooses transgender Rachel Levine for assistant secretary of health,1/19/21,theblaze.com,https://www.theblaze.com/news/joe-biden-transgender-rachel-levine-assistant-secretary-of-health,93,-4.3398113,1.106493,2,2,2021,1,19,384,Levine Confirmation,Levine Confirmation
Joe Biden's first executive orders—full list of what new president has signed,1/21/21,newsweek.com,https://www.newsweek.com/joe-bidens-executive-orders-1563282,68,-4.1740217,0.6640177,1,1,2021,1,21,386,Bidens Presidency,Bidens Presidency
Joe Biden's first week in office: What he's done vs. what he promised,1/27/21,newsweek.com,https://www.newsweek.com/joe-bidens-first-week-office-what-hes-done-vs-what-he-promised-1564583,68,-3.7271223,0.5933409,2,2,2021,1,27,392,Bidens Presidency,Bidens Presidency
Joe Biden's first week: The President goes around Congress to fulfill campaign promises,1/26/21,salon.com,https://www.salon.com/2021/01/26/joe-bidens-first-week-the-president-goes-around-congress-to-fulfill-campaign-promises/,68,-3.7509327,0.640121,1,1,2021,1,26,391,Bidens Presidency,Bidens Presidency
Joe Biden's speech to Congress: Read the full transcript,4/29/21,azcentral.com,http://rssfeeds.azcentral.com/~/650310572/0/phoenix/nation~Read-the-full-transcript-from-President-Joe-Bidens-address-to-a-joint-session-of-Congress/,68,-3.8465462,0.48811436,2,2,2021,4,29,484,Bidens Presidency,Bidens Presidency
Joe Biden's speech to Congress: Read the full transcript,4/29/21,usatoday.com,http://rssfeeds.usatoday.com/~/650310572/0/usatodaycomwashington-topstories~Read-the-full-transcript-from-President-Joe-Bidens-address-to-a-joint-session-of-Congress/,68,-3.7596836,0.5353708,2,2,2021,4,29,484,Bidens Presidency,Bidens Presidency
Joe Biden's victory speech: Read the full transcript,11/7/20,latimes.com,https://www.latimes.com/politics/story/2020-11-07/joe-biden-victory-speech-2020-election-transcript,68,-3.886364,0.53478146,2,1,2020,11,7,311,Bidens Presidency,Bidens Presidency
Joe Biden's victory speech: Read the full transcript,11/8/20,latimes.com,http://feeds.latimes.com/~r/latimes/news/local/politics/cal/~3/csYtYgK8PjQ/joe-biden-victory-speech-2020-election-transcript,68,-3.8472881,0.4955387,2,1,2020,11,8,312,Bidens Presidency,Bidens Presidency
Joe Biden’s First 100 Days,1/26/21,wsj.com,https://www.wsj.com/articles/joe-bidens-first-100-days-11611704161,68,-3.9675713,0.60561943,1,1,2021,1,26,391,Bidens Presidency,Bidens Presidency
Joe Biden’s executive actions: The first orders of the 46th president,1/20/21,jsonline.com,http://rssfeeds.jsonline.com/~/642009152/0/milwaukee/home~Day-agenda-Joe-Biden-plans-to-swiftly-reverse-Trumps-most-egregious-moves-on-first-day-in-White-House/,68,-3.8939266,0.5342045,2,2,2021,1,20,385,Bidens Presidency,Bidens Presidency
Joe Biden’s first 100 days: Where he stands on key promises,4/26/21,denverpost.com,http://feeds.denverpost.com/~r/dp-business/~3/H1h0ailstLg/,68,-3.9814968,0.63314724,3,3,2021,4,26,481,Bidens Presidency,Bidens Presidency
Joe Biden’s first 100 days: Where the president stands on key promises,4/26/21,baltimoresun.com,https://www.baltimoresun.com/news/nation-world/ct-aud-nw-cb-joe-biden-100-days-promises-liststory-20210426-l44h72c66je4nc6qfzx5oyzdsm-list.html#ed=rss_www.baltimoresun.com/arcio/rss/category/news/nation-world/,68,-3.8881226,0.62957,3,3,2021,4,26,481,Bidens Presidency,Bidens Presidency
Joe Biden’s first 100 days: Where the president stands on key promises,4/26/21,chicagotribune.com,https://www.chicagotribune.com/nation-world/ct-aud-nw-cb-joe-biden-100-days-promises-liststory-20210426-l44h72c66je4nc6qfzx5oyzdsm-list.html#ed=rss_www.chicagotribune.com/arcio/rss/category/nation-world/,68,-3.8700628,0.64995956,3,3,2021,4,26,481,Bidens Presidency,Bidens Presidency
Joe Biden’s first 100 days: Where the president stands on key promises,4/26/21,sun-sentinel.com,https://www.sun-sentinel.com/news/nationworld/ct-aud-nw-cb-joe-biden-100-days-promises-liststory-20210426-l44h72c66je4nc6qfzx5oyzdsm-list.html#ed=rss_www.sun-sentinel.com/arcio/rss/category/news/nationworld/,68,-3.9221163,0.6896143,3,3,2021,4,26,481,Bidens Presidency,Bidens Presidency
"Joe Biden’s victory speech, annotated",11/7/20,washingtonpost.com,https://www.washingtonpost.com/politics/2020/11/07/annotated-biden-victory-speech/,68,-3.6555252,0.56770515,1,1,2020,11,7,311,Bidens Presidency,Bidens Presidency
Joe Rogan Addresses Backlash Resulting From His Bernie Sanders Endorsement,2/1/20,inquisitr.com,https://www.inquisitr.com/5868266/joe-rogan-backlash/,24,-2.9936495,-1.6781607,2,2,2020,2,1,31,Joe Rogan Controversy,Joe Rogan Controversy
"Joe Rogan Is Back On Apple Podcasts, Gushes About Spotify Being The 'Coolest And Smartest' Partner",2/9/24,benzinga.com,https://www.benzinga.com/general/entertainment/24/02/37027210/joe-rogan-is-back-on-apple-podcasts-gushes-about-spotify-being-the-coolest-and-smartest-par,24,-2.5589075,-3.7461529,1,1,2024,2,9,1500,Joe Rogan Controversy,Joe Rogan Controversy
Joe Rogan Podcast Causes More Problems for Spotify,1/25/22,thestreet.com,https://www.thestreet.com/investing/joe-rogan-causes-more-problems-for-spotify,24,-2.624237,-3.8984337,1,1,2022,1,25,755,Joe Rogan Controversy,Joe Rogan Controversy
Joe Rogan Responds To Backlash From Bernie Endorsement,2/1/20,dailycaller.com,https://dailycaller.com/2020/02/01/joe-rogan-backlash-bernie-sanders-endorsement/,24,-2.9631271,-1.7107763,1,1,2020,2,1,31,Joe Rogan Controversy,Joe Rogan Controversy
Joe Rogan explains why Alex Jones podcast episode was briefly deleted from Spotify,10/29/20,newsweek.com,https://www.newsweek.com/joe-rogan-alex-jones-podcast-deleted-spotify-1543173,24,-2.5762053,-3.8317442,1,1,2020,10,29,302,Joe Rogan Controversy,Joe Rogan Controversy
Joe Rogan is sparking outrage inside Spotify with his controversial show. But some say he's making the company so much money it refuses to rein him in.,7/6/21,businessinsider.com,https://www.businessinsider.com/how-joe-rogan-became-podcast-titan-sparked-outrage-spotify-100-million-2021-7,24,-2.581026,-3.8360167,2,2,2021,7,6,552,Joe Rogan Controversy,Joe Rogan Controversy
Joe Rogan uses Spotify to spread disinformation about COVID vaccines,4/27/21,cnet.com,https://www.cnet.com/news/joe-rogan-wrongly-states-healthy-young-people-dont-need-the-covid-vaccine/#ftag=CADf328eec,24,-2.5694666,-3.8459587,1,1,2021,4,27,482,Joe Rogan Controversy,Joe Rogan Controversy
Joe Rogan would 'rather vote for Trump than Biden' after endorsing Sanders,4/4/20,theguardian.com,https://www.theguardian.com/us-news/2020/apr/04/joe-rogan-donald-trump-joe-biden-bernie-sanders,24,-3.0894308,-1.5414791,1,1,2020,4,4,94,Joe Rogan Controversy,Joe Rogan Controversy
Joe Rogan’s Podcast Sparks Tensions Inside Spotify,10/31/20,wsj.com,https://www.wsj.com/articles/joe-rogans-podcast-sparks-tensions-inside-spotify-11604156400?mod=pls_whats_news_us_business_f,24,-2.6208134,-3.6908474,1,1,2020,10,31,304,Joe Rogan Controversy,Joe Rogan Controversy
John Cleese Sparks Backlash Over Transphobic Tweets in Defense of J.K. Rowling,11/22/20,variety.com,https://variety.com/2020/film/news/john-cleese-transphobic-tweets-jk-rowling-1234837693/,63,0.6658859,-7.052869,4,4,2020,11,22,326,Rowling Trans Controversy,Rowling Trans Controversy
"Jonathan Van Ness, Elliot Page and other Netflix stars stand in solidarity with employee walkout over Chappelle special",10/21/21,cbsnews.com,https://www.cbsnews.com/news/netflix-walkout-dave-chappelle-jonathan-van-ness-elliot-page-employees-solidarity/,52,0.9460001,-8.144516,1,1,2021,10,21,659,Chappelle Controversy,Chappelle Controversy
"Jones, Maddux, Morris among committee considering Barry Bonds for HOF",11/28/22,cbsnews.com,https://www.cbsnews.com/sanfrancisco/news/barry-bonds-baseball-hof-committee-chipper-jones-greg-maddux-jack-morris-ryne-sandberg/,3,-9.650217,1.4390583,1,1,2022,11,28,1062,Hall of Fame Voting,Hall of Fame Voting
"Jones, Maddux, Morris consider Bonds, Clemens for Hall",11/28/22,seattletimes.com,https://www.seattletimes.com/sports/jones-maddux-morris-consider-bonds-clemens-for-hall/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,3,-9.648789,1.4423933,1,1,2022,11,28,1062,Hall of Fame Voting,Hall of Fame Voting
